cde_id	amp_variable	sb_source	table_schema_field	example_source_value	spec_origin	spec_status	schema_error	sb_value_set
336	pres_symptom	AMP-PD	"{""name"":""pres_symptom"",""type"":""string"",""constraints"":{""enum"":[""Cognitive symptoms"",""Motor symptoms"",""Both cognitive and motor symptoms"",""Psychiatric (depression/anxiety/psychosis)"",""NA""]},""categories"":[{""value"":""Cognitive symptoms"",""label"":""Cognitive symptoms""},{""value"":""Motor symptoms"",""label"":""Motor symptoms""},{""value"":""Both cognitive and motor symptoms"",""label"":""Both cognitive and motor symptoms""},{""value"":""Psychiatric (depression/anxiety/psychosis)"",""label"":""Psychiatric (depression/anxiety/psychosis)""},{""value"":""NA"",""label"":""NA""}]}"	Cognitive symptoms	AMP:pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	amp_sourced		Cognitive symptoms | Motor symptoms | Both cognitive and motor symptoms | Psychiatric (depression/anxiety/psychosis) | NA
338	psychosis	AMP-PD	"{""name"":""psychosis"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
339	race	AMP-PD	"{""name"":""race"",""type"":""string"",""constraints"":{""enum"":[""White"",""Black or African American"",""Native Hawaiian or Other Pacific Islander"",""Asian"",""American Indian or Alaska Native"",""Unknown"",""Multiracial""]},""categories"":[{""value"":""White"",""label"":""White""},{""value"":""Black or African American"",""label"":""Black or African American""},{""value"":""Native Hawaiian or Other Pacific Islander"",""label"":""Native Hawaiian or Other Pacific Islander""},{""value"":""Asian"",""label"":""Asian""},{""value"":""American Indian or Alaska Native"",""label"":""American Indian or Alaska Native""},{""value"":""Unknown"",""label"":""Unknown""},{""value"":""Multiracial"",""label"":""Multiracial""}]}"	White	AMP:pdrd/Demographics_dictionary.csv	amp_sourced		White | Black or African American | Native Hawaiian or Other Pacific Islander | Asian | American Indian or Alaska Native | Unknown | Multiracial
340	rbd	AMP-PD	"{""name"":""rbd"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
341	rbd01_vivid_dreams	AMP-PD	"{""name"":""rbd01_vivid_dreams"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
342	rbd02_aggressive_or_action_packed_dreams	AMP-PD	"{""name"":""rbd02_aggressive_or_action_packed_dreams"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
343	rbd03_nocturnal_behaviour	AMP-PD	"{""name"":""rbd03_nocturnal_behaviour"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
344	rbd04_move_arms_legs_during_sleep	AMP-PD	"{""name"":""rbd04_move_arms_legs_during_sleep"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
345	rbd05_hurt_bed_partner	AMP-PD	"{""name"":""rbd05_hurt_bed_partner"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
346	rbd06_1_speaking_in_sleep	AMP-PD	"{""name"":""rbd06_1_speaking_in_sleep"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
347	rbd06_2_sudden_limb_movements	AMP-PD	"{""name"":""rbd06_2_sudden_limb_movements"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
348	rbd06_3_complex_movements	AMP-PD	"{""name"":""rbd06_3_complex_movements"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
349	rbd06_4_things_fell_down	AMP-PD	"{""name"":""rbd06_4_things_fell_down"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
350	rbd07_my_movements_awake_me	AMP-PD	"{""name"":""rbd07_my_movements_awake_me"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
351	rbd08_remember_dreams	AMP-PD	"{""name"":""rbd08_remember_dreams"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
352	rbd09_sleep_is_disturbed	AMP-PD	"{""name"":""rbd09_sleep_is_disturbed"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
353	rbd10_nervous_system_disease	AMP-PD	"{""name"":""rbd10_nervous_system_disease"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
354	rbd10a_stroke	AMP-PD	"{""name"":""rbd10a_stroke"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
355	rbd10b_head_trauma	AMP-PD	"{""name"":""rbd10b_head_trauma"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
356	rbd10c_parkinsonism	AMP-PD	"{""name"":""rbd10c_parkinsonism"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
357	rbd10d_rls	AMP-PD	"{""name"":""rbd10d_rls"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
358	rbd10e_narcolepsy	AMP-PD	"{""name"":""rbd10e_narcolepsy"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
359	rbd10f_depression	AMP-PD	"{""name"":""rbd10f_depression"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
360	rbd10g_epilepsy	AMP-PD	"{""name"":""rbd10g_epilepsy"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
361	rbd10h_brain_inflammatory_disease	AMP-PD	"{""name"":""rbd10h_brain_inflammatory_disease"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
362	rbd10i_other	AMP-PD	"{""name"":""rbd10i_other"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes
363	rbd_info_source	AMP-PD	"{""name"":""rbd_info_source"",""type"":""string"",""constraints"":{""enum"":[""Patient"",""Patient and Caregiver"",""Caregiver""]},""categories"":[{""value"":""Patient"",""label"":""Patient""},{""value"":""Patient and Caregiver"",""label"":""Patient and Caregiver""},{""value"":""Caregiver"",""label"":""Caregiver""}]}"	Patient	SB:amp_value_set	sb_fallback		Patient | Patient and Caregiver | Caregiver
364	rbd_summary_score	AMP-PD	"{""name"":""rbd_summary_score"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":13}}"	6	SB:amp_value_set	sb_fallback		0 - 13
365	ref1_left_reference	AMP-PD	"{""name"":""ref1_left_reference"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-1
366	ref2_right_reference	AMP-PD	"{""name"":""ref2_right_reference"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-1
367	roi1_left_rostral	AMP-PD	"{""name"":""roi1_left_rostral"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-1
368	roi2_left_middle	AMP-PD	"{""name"":""roi2_left_middle"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-1
369	roi3_left_caudal	AMP-PD	"{""name"":""roi3_left_caudal"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-1
370	roi4_right_rostral	AMP-PD	"{""name"":""roi4_right_rostral"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-1
371	roi5_right_middle	AMP-PD	"{""name"":""roi5_right_middle"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-1
372	roi6_right_caudal	AMP-PD	"{""name"":""roi6_right_caudal"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":1.0}}"	0.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-1
374	sbr_caudate_l	AMP-PD	"{""name"":""sbr_caudate_l"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":5.0}}"	2.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-5
375	sbr_caudate_r	AMP-PD	"{""name"":""sbr_caudate_r"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":5.0}}"	2.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-5
376	sbr_putamen_l	AMP-PD	"{""name"":""sbr_putamen_l"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":5.0}}"	2.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-5
377	sbr_putamen_r	AMP-PD	"{""name"":""sbr_putamen_r"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":5.0}}"	2.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0-5
378	scan_months_after_baseline	AMP-PD	"{""name"":""scan_months_after_baseline"",""type"":""number""}"		AMP:pdrd/DaTSCAN_visual_interpretation_dictionary.csv	amp_sourced		
379	score_from_booklet_1	AMP-PD	"{""name"":""score_from_booklet_1"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":10}}"	5	SB:amp_value_set	sb_fallback		0 - 10
380	score_from_booklet_2	AMP-PD	"{""name"":""score_from_booklet_2"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":10}}"	5	SB:amp_value_set	sb_fallback		0 - 10
381	score_from_booklet_3	AMP-PD	"{""name"":""score_from_booklet_3"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":10}}"	5	SB:amp_value_set	sb_fallback		0 - 10
382	score_from_booklet_4	AMP-PD	"{""name"":""score_from_booklet_4"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":10}}"	5	SB:amp_value_set	sb_fallback		0 - 10
383	sex	AMP-PD	"{""name"":""sex"",""type"":""string"",""constraints"":{""enum"":[""Male"",""Female"",""Unknown""]},""categories"":[{""value"":""Male"",""label"":""Male""},{""value"":""Female"",""label"":""Female""},{""value"":""Unknown"",""label"":""Unknown""}]}"	Male	SB:amp_value_set	sb_fallback		Male;Female;Unknown
384	smell_detail	AMP-PD	"{""name"":""smell_detail"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":40}}"	20	SB:amp_value_set	sb_fallback		[0-40] | NA
385	smoke_exposure_home	AMP-PD	"{""name"":""smoke_exposure_home"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":15.0}}"	7.5	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 15
386	smoke_exposure_other_areas	AMP-PD	"{""name"":""smoke_exposure_other_areas"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":10.0}}"	5.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 10
387	smoke_exposure_work	AMP-PD	"{""name"":""smoke_exposure_work"",""type"":""integer"",""constraints"":{""minimum"":0,""maximum"":10}}"	5	SB:amp_value_set	sb_fallback		0 - 10
388	smoked_100_more_cigarettes	AMP-PD	"{""name"":""smoked_100_more_cigarettes"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""Unknown""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""Unknown"",""label"":""Unknown""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | Unknown
389	spect_pet_perf	AMP-PD	"{""name"":""spect_pet_perf"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
395	tobacco_current_use	AMP-PD	"{""name"":""tobacco_current_use"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""Unknown""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""Unknown"",""label"":""Unknown""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | Unknown
396	tobacco_ever_used	AMP-PD	"{""name"":""tobacco_ever_used"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""Unknown""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""Unknown"",""label"":""Unknown""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | Unknown
397	tobacco_prior_use	AMP-PD	"{""name"":""tobacco_prior_use"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""Unknown""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""Unknown"",""label"":""Unknown""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | Unknown
399	tobacco_recent_use	AMP-PD	"{""name"":""tobacco_recent_use"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""Unknown""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""Unknown"",""label"":""Unknown""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | Unknown
400	tobacco_start_age	AMP-PD	"{""name"":""tobacco_start_age"",""type"":""integer"",""constraints"":{""minimum"":6,""maximum"":75}}"	40	SB:amp_value_set	sb_fallback		6 - 75
401	tobacco_stop_age	AMP-PD	"{""name"":""tobacco_stop_age"",""type"":""integer"",""constraints"":{""minimum"":13,""maximum"":85}}"	49	SB:amp_value_set	sb_fallback		13 - 85
402	upd101_intellect_impairment	AMP-PD	"{""name"":""upd101_intellect_impairment"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
403	upd102_thought_disorder	AMP-PD	"{""name"":""upd102_thought_disorder"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
404	upd103_depression	AMP-PD	"{""name"":""upd103_depression"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
405	upd104_motivation	AMP-PD	"{""name"":""upd104_motivation"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
406	upd105_speech	AMP-PD	"{""name"":""upd105_speech"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
407	upd106_salivation	AMP-PD	"{""name"":""upd106_salivation"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
408	upd107_swallowing	AMP-PD	"{""name"":""upd107_swallowing"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
409	upd108_handwriting	AMP-PD	"{""name"":""upd108_handwriting"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
410	upd109_cutting_food	AMP-PD	"{""name"":""upd109_cutting_food"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
411	upd110_dressing	AMP-PD	"{""name"":""upd110_dressing"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
412	upd111_hygiene	AMP-PD	"{""name"":""upd111_hygiene"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
413	upd112_turning_in_bed	AMP-PD	"{""name"":""upd112_turning_in_bed"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
414	upd113_falling	AMP-PD	"{""name"":""upd113_falling"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
415	upd114_freezing_walking	AMP-PD	"{""name"":""upd114_freezing_walking"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
416	upd115_walking	AMP-PD	"{""name"":""upd115_walking"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
417	upd116_tremor	AMP-PD	"{""name"":""upd116_tremor"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
418	upd117_sensory_complaints	AMP-PD	"{""name"":""upd117_sensory_complaints"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
419	upd118_speech	AMP-PD	"{""name"":""upd118_speech"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
420	upd119_facial_expression	AMP-PD	"{""name"":""upd119_facial_expression"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
421	upd120a_tremor_face_lips_chin	AMP-PD	"{""name"":""upd120a_tremor_face_lips_chin"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
422	upd120b_tremor_rest_hand_rt	AMP-PD	"{""name"":""upd120b_tremor_rest_hand_rt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
423	upd120c_tremor_rest_hand_lt	AMP-PD	"{""name"":""upd120c_tremor_rest_hand_lt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
424	upd120d_tremor_rest_feet_rt	AMP-PD	"{""name"":""upd120d_tremor_rest_feet_rt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
425	upd120e_tremor_rest_feet_lt	AMP-PD	"{""name"":""upd120e_tremor_rest_feet_lt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
426	upd121a_action_tremor_hand_rt	AMP-PD	"{""name"":""upd121a_action_tremor_hand_rt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
427	upd121b_action_tremor_hand_left	AMP-PD	"{""name"":""upd121b_action_tremor_hand_left"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
428	upd122a_rigidity_neck	AMP-PD	"{""name"":""upd122a_rigidity_neck"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
429	upd122b_rigidity_up_extrem_rt	AMP-PD	"{""name"":""upd122b_rigidity_up_extrem_rt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
430	upd122c_rigidity_up_extrem_lt	AMP-PD	"{""name"":""upd122c_rigidity_up_extrem_lt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
431	upd122d_rigidity_low_extrem_rt	AMP-PD	"{""name"":""upd122d_rigidity_low_extrem_rt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
432	upd122e_rigidity_low_extrem_lt	AMP-PD	"{""name"":""upd122e_rigidity_low_extrem_lt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
433	upd123a_finger_taps_right	AMP-PD	"{""name"":""upd123a_finger_taps_right"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
434	upd123b_finger_taps_left	AMP-PD	"{""name"":""upd123b_finger_taps_left"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
435	upd124a_hand_grips_right	AMP-PD	"{""name"":""upd124a_hand_grips_right"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
436	upd124b_hand_grips_left	AMP-PD	"{""name"":""upd124b_hand_grips_left"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
437	upd125a_hand_pronate_supinate_rt	AMP-PD	"{""name"":""upd125a_hand_pronate_supinate_rt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
438	upd125b_hand_pronate_supinate_lt	AMP-PD	"{""name"":""upd125b_hand_pronate_supinate_lt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
439	upd126a_leg_agility_rt	AMP-PD	"{""name"":""upd126a_leg_agility_rt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
440	upd126b_leg_agility_lt	AMP-PD	"{""name"":""upd126b_leg_agility_lt"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
441	upd127_arising_from_chair	AMP-PD	"{""name"":""upd127_arising_from_chair"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
442	upd128_posture	AMP-PD	"{""name"":""upd128_posture"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
443	upd129_gait	AMP-PD	"{""name"":""upd129_gait"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
444	upd130_postural_stability	AMP-PD	"{""name"":""upd130_postural_stability"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
445	upd131_body_bradykinesia	AMP-PD	"{""name"":""upd131_body_bradykinesia"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
446	upd132_dyskinesias_duration	AMP-PD	"{""name"":""upd132_dyskinesias_duration"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
447	upd133_dyskinesias_disability	AMP-PD	"{""name"":""upd133_dyskinesias_disability"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
448	upd134_dyskinesias_painful	AMP-PD	"{""name"":""upd134_dyskinesias_painful"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":4.0}}"	2.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 4
