program	table	dictionary	column	role	grain
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd111_hygiene	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd112_turning_in_bed	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd113_falling	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd114_freezing_walking	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd115_walking	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd116_tremor	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd117_sensory_complaints	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	updrs2_adl_score	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd118_speech	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd119_facial_expression	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd120a_tremor_face_lips_chin	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd120b_tremor_rest_hand_rt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd120c_tremor_rest_hand_lt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd120d_tremor_rest_feet_rt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd120e_tremor_rest_feet_lt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd121a_action_tremor_hand_rt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd121b_action_tremor_hand_left	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd122a_rigidity_neck	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd122b_rigidity_up_extrem_rt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd122c_rigidity_up_extrem_lt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd122d_rigidity_low_extrem_rt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd122e_rigidity_low_extrem_lt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd123a_finger_taps_right	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd123b_finger_taps_left	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd124a_hand_grips_right	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd124b_hand_grips_left	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd125a_hand_pronate_supinate_rt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd125b_hand_pronate_supinate_lt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd126a_leg_agility_rt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd126b_leg_agility_lt	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd127_arising_from_chair	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd128_posture	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd129_gait	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd130_postural_stability	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd131_body_bradykinesia	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	updrs3_motor_examination_score	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd132_dyskinesias_duration	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd133_dyskinesias_disability	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd134_dyskinesias_painful	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd135_dyskinesias_dystonia	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd136_off_periods_predictable	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd137_off_periods_unpredictable	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd138_off_periods_sudden	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd139_clin_fluctu_off_periods	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd140_anorexia_nausea_vomit	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd141_sleep_disturbances	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd142_symptomatic_orthostasis	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	updrs4_therapy_complications_score	data	visit
AMP-PD	UPDRS.csv	pdrd/UPDRS_dictionary.csv	upd143_mod_hoehn_and_yahr_stage	data	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	participant_id	key	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	GUID	key	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	visit_name	key	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	visit_month	key	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	upsit_performed	data	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	score_from_booklet_1	data	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	score_from_booklet_2	data	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	score_from_booklet_3	data	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	score_from_booklet_4	data	visit
AMP-PD	UPSIT.csv	pdrd/UPSIT_dictionary.csv	upsit_total_score	data	visit
